rating_score,critic_likes,critic_comments,movie_release_year,movie_popularity,total_number_of_lists,total_list_comments,total_list_followers,total_list_movie_number,avg_list_comments,avg_list_followers,avg_list_movie_number
2.0,0,0,1981.0,662.0,1,7,577,334,7.0,577.0,334.0
5.0,0,0,1981.0,662.0,10,14,116,265,1.4,11.6,26.5
4.0,0,0,1981.0,662.0,1,0,0,16,0.0,0.0,16.0
4.0,0,0,1981.0,662.0,10,25,63,264,2.5,6.3,26.4
4.0,0,0,1981.0,662.0,5,25,69,78,5.0,13.8,15.6
5.0,0,0,1981.0,662.0,6,0,10,161,0.0,1.6666666666666667,26.833333333333332
4.0,0,0,1981.0,662.0,8,62,1208,1399,7.75,151.0,174.875
2.0,0,0,1981.0,662.0,16,2,30,974,0.125,1.875,60.875
5.0,0,0,1981.0,662.0,1,0,0,3,0.0,0.0,3.0
5.0,0,0,1981.0,662.0,1,16,36,41,16.0,36.0,41.0
5.0,0,0,1981.0,662.0,1,1,0,34,1.0,0.0,34.0
4.0,0,0,1981.0,662.0,12,2,10,1636,0.16666666666666666,0.8333333333333334,136.33333333333334
5.0,1,0,1981.0,662.0,2,0,5,22,0.0,2.5,11.0
3.0,0,0,1981.0,662.0,7,2,7,502,0.2857142857142857,1.0,71.71428571428571
5.0,0,0,1981.0,662.0,6,0,1,6,0.0,0.16666666666666666,1.0
5.0,0,0,1981.0,662.0,4,10,33,641,2.5,8.25,160.25
5.0,0,0,1981.0,662.0,1,0,1,23,0.0,1.0,23.0
4.0,0,0,1981.0,662.0,4,4,61,339,1.0,15.25,84.75
5.0,0,0,1981.0,662.0,1,0,0,3,0.0,0.0,3.0
5.0,0,0,1981.0,662.0,23,11,40,780,0.4782608695652174,1.7391304347826086,33.91304347826087
5.0,0,0,1981.0,662.0,1,0,0,14,0.0,0.0,14.0
3.0,0,0,1981.0,662.0,1,3,0,1,3.0,0.0,1.0
4.0,0,0,1981.0,662.0,5,19,114,100,3.8,22.8,20.0
4.0,0,0,1981.0,662.0,1,1,1,21,1.0,1.0,21.0
5.0,0,0,1981.0,662.0,1,0,0,11,0.0,0.0,11.0
3.0,0,0,1981.0,662.0,11,9,56,364,0.8181818181818182,5.090909090909091,33.09090909090909
5.0,0,0,1981.0,662.0,8,0,3,397,0.0,0.375,49.625
4.0,0,0,1981.0,662.0,1,0,0,2,0.0,0.0,2.0
4.0,0,0,1981.0,662.0,6,0,2,160,0.0,0.3333333333333333,26.666666666666668
5.0,0,0,1981.0,662.0,231,200,569,10773,0.8658008658008658,2.463203463203463,46.63636363636363
3.0,0,0,1981.0,662.0,1,0,0,100,0.0,0.0,100.0
3.0,0,0,1981.0,662.0,2,0,0,24,0.0,0.0,12.0
4.0,0,0,1981.0,662.0,2,0,1,209,0.0,0.5,104.5
5.0,0,0,1981.0,662.0,1,0,3,121,0.0,3.0,121.0
3.0,0,0,1981.0,662.0,3,161,4144,1586,53.666666666666664,1381.3333333333333,528.6666666666666
5.0,0,0,1981.0,662.0,1,2,1,10,2.0,1.0,10.0
5.0,0,0,1981.0,662.0,27,28,1301,4105,1.037037037037037,48.18518518518518,152.03703703703704
4.0,0,0,1981.0,662.0,1,0,8,24,0.0,8.0,24.0
5.0,0,0,1981.0,662.0,1,1,5,40,1.0,5.0,40.0
5.0,0,0,1981.0,662.0,8,0,2,115,0.0,0.25,14.375
4.0,0,0,1981.0,662.0,3,2,1,28,0.6666666666666666,0.3333333333333333,9.333333333333334
3.0,0,0,1981.0,662.0,4,8,47,830,2.0,11.75,207.5
4.0,0,0,1981.0,662.0,1,0,0,178,0.0,0.0,178.0
4.0,0,0,1981.0,662.0,33,247,2545,2292,7.484848484848484,77.12121212121212,69.45454545454545
5.0,0,0,1981.0,662.0,6,8,3,76,1.3333333333333333,0.5,12.666666666666666
3.0,0,0,1981.0,662.0,3,18,43,56,6.0,14.333333333333334,18.666666666666668
5.0,0,0,1981.0,662.0,7,33,212,279,4.714285714285714,30.285714285714285,39.857142857142854
5.0,0,0,1981.0,662.0,4,5,48,160,1.25,12.0,40.0
4.0,0,0,1981.0,662.0,11,13,146,282,1.1818181818181819,13.272727272727273,25.636363636363637
3.0,0,0,1981.0,662.0,2,23,52,390,11.5,26.0,195.0
5.0,0,0,1981.0,662.0,1,0,25,51,0.0,25.0,51.0
4.0,0,0,1981.0,662.0,5,62,5304,3247,12.4,1060.8,649.4
2.0,0,0,1981.0,662.0,39,0,5,501,0.0,0.1282051282051282,12.846153846153847
4.0,0,0,1981.0,662.0,3,0,2,30,0.0,0.6666666666666666,10.0
3.0,0,0,1981.0,662.0,12,1,20,230,0.08333333333333333,1.6666666666666667,19.166666666666668
3.0,0,0,1981.0,662.0,1,0,0,10,0.0,0.0,10.0
5.0,0,0,1981.0,662.0,1,0,0,50,0.0,0.0,50.0
3.0,0,0,1981.0,662.0,2,0,5,253,0.0,2.5,126.5
4.0,0,0,1981.0,662.0,4,14,25,94,3.5,6.25,23.5
5.0,0,0,1981.0,662.0,1,0,1,103,0.0,1.0,103.0
5.0,0,0,1981.0,662.0,1,0,0,2,0.0,0.0,2.0
4.0,0,0,1981.0,662.0,1,3,17,13,3.0,17.0,13.0
4.0,0,0,1981.0,662.0,1,3,5,25,3.0,5.0,25.0
5.0,0,0,1981.0,662.0,14,6,9,625,0.42857142857142855,0.6428571428571429,44.642857142857146
4.0,0,0,1981.0,662.0,9,1,12,224,0.1111111111111111,1.3333333333333333,24.88888888888889
2.0,0,0,1981.0,662.0,330,3438,46415,34805,10.418181818181818,140.65151515151516,105.46969696969697
3.0,0,0,1981.0,662.0,1,0,0,10,0.0,0.0,10.0
4.0,0,0,1981.0,662.0,10,20,71,145,2.0,7.1,14.5
5.0,0,0,1981.0,662.0,94,8,26,1083,0.0851063829787234,0.2765957446808511,11.52127659574468
5.0,0,0,1981.0,662.0,8,1,3,73,0.125,0.375,9.125
4.0,0,0,1981.0,662.0,1,1,2,5,1.0,2.0,5.0
4.0,0,0,1981.0,662.0,4,7,54,85,1.75,13.5,21.25
5.0,0,0,1981.0,662.0,2,6,53,174,3.0,26.5,87.0
5.0,0,0,1981.0,662.0,3,2,1,40,0.6666666666666666,0.3333333333333333,13.333333333333334
3.0,0,0,1981.0,662.0,2,5,50,188,2.5,25.0,94.0
5.0,0,0,1981.0,662.0,1,2,8,29,2.0,8.0,29.0
5.0,0,0,1981.0,662.0,3,15,54,137,5.0,18.0,45.666666666666664
1.0,0,0,1981.0,662.0,8,0,3,389,0.0,0.375,48.625
4.0,0,0,1981.0,662.0,18,220,2535,8726,12.222222222222221,140.83333333333334,484.77777777777777
4.0,0,0,1947.0,400.0,69,0,7,749,0.0,0.10144927536231885,10.855072463768115
3.0,0,0,1947.0,400.0,8,5,144,2421,0.625,18.0,302.625
5.0,1,0,1947.0,400.0,10,2,80,3206,0.2,8.0,320.6
5.0,1,0,1947.0,400.0,18,0,27,372,0.0,1.5,20.666666666666668
4.0,0,0,1947.0,400.0,1,0,0,31,0.0,0.0,31.0
4.0,0,0,1947.0,400.0,6,0,0,210,0.0,0.0,35.0
4.0,0,0,1947.0,400.0,11,0,0,82,0.0,0.0,7.454545454545454
5.0,0,0,1947.0,400.0,12,0,16,363,0.0,1.3333333333333333,30.25
2.0,0,0,1947.0,400.0,8,0,11,211,0.0,1.375,26.375
3.0,0,0,1947.0,400.0,14,2,26,356,0.14285714285714285,1.8571428571428572,25.428571428571427
4.0,0,0,1947.0,400.0,82,0,8,3049,0.0,0.0975609756097561,37.18292682926829
2.0,0,0,1947.0,400.0,1,0,0,24,0.0,0.0,24.0
4.0,0,0,1947.0,400.0,22,0,4,467,0.0,0.18181818181818182,21.227272727272727
4.0,0,0,1947.0,400.0,14,0,4,92,0.0,0.2857142857142857,6.571428571428571
4.0,0,0,1947.0,400.0,1,0,0,159,0.0,0.0,159.0
2.0,0,0,1947.0,400.0,1,0,2,16,0.0,2.0,16.0
5.0,0,0,1947.0,400.0,1,0,0,14,0.0,0.0,14.0
5.0,0,0,1947.0,400.0,1,0,0,2,0.0,0.0,2.0
4.0,0,0,1947.0,400.0,1,0,0,5,0.0,0.0,5.0
5.0,1,0,1947.0,400.0,5,0,1,253,0.0,0.2,50.6
5.0,0,0,1947.0,400.0,1,0,0,1,0.0,0.0,1.0
4.0,0,0,1947.0,400.0,1,0,0,3,0.0,0.0,3.0
4.0,0,0,1947.0,400.0,1,0,0,5,0.0,0.0,5.0
4.0,0,0,1947.0,400.0,13,0,2,392,0.0,0.15384615384615385,30.153846153846153
4.0,0,0,1947.0,400.0,1,0,0,1,0.0,0.0,1.0
3.0,0,0,1947.0,400.0,32,2,321,2222,0.0625,10.03125,69.4375
5.0,0,0,1947.0,400.0,12,5,179,829,0.4166666666666667,14.916666666666666,69.08333333333333
4.0,0,0,1947.0,400.0,1,0,0,68,0.0,0.0,68.0
5.0,0,0,1947.0,400.0,1,0,0,1,0.0,0.0,1.0
3.0,1,0,1947.0,400.0,1,0,5,53,0.0,5.0,53.0
4.0,0,0,1947.0,400.0,2,0,3,209,0.0,1.5,104.5
4.0,0,0,1947.0,400.0,18,0,32,4040,0.0,1.7777777777777777,224.44444444444446
2.0,0,0,1947.0,400.0,1,0,1,250,0.0,1.0,250.0
5.0,0,0,1947.0,400.0,2,0,0,222,0.0,0.0,111.0
5.0,0,0,1947.0,400.0,91,0,1,2517,0.0,0.01098901098901099,27.65934065934066
4.0,0,0,1947.0,400.0,1,0,1,33,0.0,1.0,33.0
3.0,0,0,1947.0,400.0,5,7,56,245,1.4,11.2,49.0
4.0,0,0,1947.0,400.0,4,0,1,26,0.0,0.25,6.5
3.0,0,0,1947.0,400.0,2,0,0,208,0.0,0.0,104.0
3.0,0,0,1947.0,400.0,1,0,0,38,0.0,0.0,38.0
4.0,0,0,1947.0,400.0,1,0,0,95,0.0,0.0,95.0
4.0,0,0,1947.0,400.0,4,0,1,82,0.0,0.25,20.5
5.0,0,0,1947.0,400.0,3,0,0,18,0.0,0.0,6.0
4.0,0,0,1947.0,400.0,3,0,0,3561,0.0,0.0,1187.0
4.0,0,0,1947.0,400.0,1,4,25,18,4.0,25.0,18.0
2.0,0,0,1947.0,400.0,1,0,0,42,0.0,0.0,42.0
4.0,0,0,1947.0,400.0,1,0,0,3,0.0,0.0,3.0
4.0,0,0,1947.0,400.0,15,2,13,2360,0.13333333333333333,0.8666666666666667,157.33333333333334
4.0,0,0,1947.0,400.0,1,0,0,0,0.0,0.0,0.0
4.0,0,0,1947.0,400.0,1,3,2,70,3.0,2.0,70.0
4.0,0,0,1947.0,400.0,13,20,25,371,1.5384615384615385,1.9230769230769231,28.53846153846154
3.0,0,0,1947.0,400.0,1,0,0,97,0.0,0.0,97.0
3.0,0,0,1947.0,400.0,2,3,9,319,1.5,4.5,159.5
4.0,0,0,1947.0,400.0,1,0,0,100,0.0,0.0,100.0
3.0,0,0,1947.0,400.0,2,2,1,16,1.0,0.5,8.0
4.0,0,0,1947.0,400.0,12,17,1277,2629,1.4166666666666667,106.41666666666667,219.08333333333334
4.0,0,0,1947.0,400.0,38,0,7,1117,0.0,0.18421052631578946,29.394736842105264
4.0,0,0,1947.0,400.0,2,0,0,190,0.0,0.0,95.0
4.0,0,0,1947.0,400.0,28,1,7,1594,0.03571428571428571,0.25,56.92857142857143
5.0,0,0,1947.0,400.0,72,2,34,317,0.027777777777777776,0.4722222222222222,4.402777777777778
4.0,0,0,1947.0,400.0,2,0,0,17,0.0,0.0,8.5
5.0,0,0,1947.0,400.0,1,2,5,159,2.0,5.0,159.0
4.0,0,0,1947.0,400.0,41,0,27,1702,0.0,0.6585365853658537,41.51219512195122
3.0,0,0,1947.0,400.0,4,26,76,375,6.5,19.0,93.75
3.0,0,0,1947.0,400.0,1,0,3,47,0.0,3.0,47.0
4.0,0,0,1947.0,400.0,6,1,21,114,0.16666666666666666,3.5,19.0
4.0,0,0,1947.0,400.0,11,0,2,344,0.0,0.18181818181818182,31.272727272727273
5.0,0,0,1947.0,400.0,1,0,12,100,0.0,12.0,100.0
4.0,0,0,1947.0,400.0,1,0,0,6,0.0,0.0,6.0
5.0,0,0,1947.0,400.0,13,2,2,595,0.15384615384615385,0.15384615384615385,45.76923076923077
5.0,0,0,1947.0,400.0,11,0,0,663,0.0,0.0,60.27272727272727
3.0,0,0,1947.0,400.0,8,1,3,200,0.125,0.375,25.0
4.0,0,0,1947.0,400.0,10,0,0,407,0.0,0.0,40.7
4.0,0,0,1947.0,400.0,1,0,0,10,0.0,0.0,10.0
5.0,1,0,1947.0,400.0,1,0,0,1,0.0,0.0,1.0
2.0,0,0,1947.0,400.0,4,6,17,420,1.5,4.25,105.0
5.0,0,0,1947.0,400.0,5,0,1,317,0.0,0.2,63.4
4.0,1,0,1947.0,400.0,1,0,0,16,0.0,0.0,16.0
5.0,0,0,1947.0,400.0,5,0,0,1521,0.0,0.0,304.2
4.0,0,0,1947.0,400.0,4,13,303,1272,3.25,75.75,318.0
4.0,0,0,1947.0,400.0,22,0,5,852,0.0,0.22727272727272727,38.72727272727273
2.0,0,0,1947.0,400.0,15,2,155,611,0.13333333333333333,10.333333333333334,40.733333333333334
4.0,0,0,1947.0,400.0,1,0,0,8,0.0,0.0,8.0
3.0,0,0,1947.0,400.0,13,0,0,2443,0.0,0.0,187.92307692307693
4.0,0,0,1947.0,400.0,2,0,0,55,0.0,0.0,27.5
5.0,1,0,1947.0,400.0,8,62,1208,1399,7.75,151.0,174.875
3.0,0,0,1947.0,400.0,1,0,2,24,0.0,2.0,24.0
2.0,0,0,1947.0,400.0,1,0,0,19,0.0,0.0,19.0
5.0,0,0,1947.0,400.0,10,0,28,321,0.0,2.8,32.1
4.0,0,0,1947.0,400.0,2,0,1,150,0.0,0.5,75.0
4.0,0,0,1947.0,400.0,48,0,46,6263,0.0,0.9583333333333334,130.47916666666666
4.0,0,0,1947.0,400.0,3,1,6,736,0.3333333333333333,2.0,245.33333333333334
4.0,2,0,1947.0,400.0,60,321,355,7419,5.35,5.916666666666667,123.65
3.0,0,0,1947.0,400.0,115,10,75,9213,0.08695652173913043,0.6521739130434783,80.11304347826086
5.0,0,0,1947.0,400.0,3,0,0,384,0.0,0.0,128.0
4.0,0,0,1947.0,400.0,28,10,134,967,0.35714285714285715,4.785714285714286,34.535714285714285
4.0,0,0,1947.0,400.0,1,0,0,45,0.0,0.0,45.0
4.0,0,0,1947.0,400.0,1,0,1,7,0.0,1.0,7.0
3.0,0,0,1947.0,400.0,2,0,78,2570,0.0,39.0,1285.0
4.0,0,0,1947.0,400.0,10,13,138,1150,1.3,13.8,115.0
2.0,0,0,1947.0,400.0,6,0,37,7646,0.0,6.166666666666667,1274.3333333333333
3.0,0,0,1947.0,400.0,8,21,293,3365,2.625,36.625,420.625
4.0,0,0,1947.0,400.0,130,0,81,9055,0.0,0.6230769230769231,69.65384615384616
4.0,0,0,1947.0,400.0,15,1,9,260,0.06666666666666667,0.6,17.333333333333332
4.0,0,0,1947.0,400.0,4,1,27,531,0.25,6.75,132.75
4.0,0,0,1947.0,400.0,9,9,21,1207,1.0,2.3333333333333335,134.11111111111111
4.0,1,0,1947.0,400.0,1,0,1,16,0.0,1.0,16.0
4.0,0,0,1947.0,400.0,53,3,34,807,0.05660377358490566,0.6415094339622641,15.226415094339623
3.0,0,0,1947.0,400.0,3,0,0,49,0.0,0.0,16.333333333333332
4.0,0,0,1947.0,400.0,9,0,3,180,0.0,0.3333333333333333,20.0
4.0,0,0,1947.0,400.0,13,0,3,857,0.0,0.23076923076923078,65.92307692307692
4.0,0,0,1947.0,400.0,80,0,5,800,0.0,0.0625,10.0
5.0,0,0,1947.0,400.0,15,0,2,3208,0.0,0.13333333333333333,213.86666666666667
4.0,0,0,1947.0,400.0,4,0,32,213,0.0,8.0,53.25
3.0,0,0,1947.0,400.0,280,6,100,2955,0.02142857142857143,0.35714285714285715,10.553571428571429
4.0,0,0,1947.0,400.0,8,3,35,6207,0.375,4.375,775.875
4.0,0,0,1947.0,400.0,2,2,6,1554,1.0,3.0,777.0
3.0,0,0,1947.0,400.0,1,0,0,29,0.0,0.0,29.0
5.0,0,0,1947.0,400.0,5,4,34,269,0.8,6.8,53.8
4.0,0,0,1947.0,400.0,1,0,0,3,0.0,0.0,3.0
4.0,0,0,1947.0,400.0,4,0,1,114,0.0,0.25,28.5
4.0,0,0,1947.0,400.0,1,0,0,20,0.0,0.0,20.0
3.0,0,0,1947.0,400.0,1,0,0,9,0.0,0.0,9.0
4.0,0,0,1947.0,400.0,19,0,9,1270,0.0,0.47368421052631576,66.84210526315789
5.0,0,0,1947.0,400.0,1,3,12,534,3.0,12.0,534.0
4.0,0,0,1947.0,400.0,7,0,6,310,0.0,0.8571428571428571,44.285714285714285
4.0,0,0,1947.0,400.0,11,4,67,246,0.36363636363636365,6.090909090909091,22.363636363636363
5.0,0,0,1947.0,400.0,1,0,0,50,0.0,0.0,50.0
5.0,0,0,1947.0,400.0,9,0,2,196,0.0,0.2222222222222222,21.77777777777778
4.0,0,0,1947.0,400.0,1,0,1,14,0.0,1.0,14.0
5.0,8,0,1947.0,400.0,85,66,135,2258,0.7764705882352941,1.588235294117647,26.564705882352943
4.0,0,0,1947.0,400.0,10,0,1,966,0.0,0.1,96.6
3.0,0,0,1947.0,400.0,2,7,24,231,3.5,12.0,115.5
3.0,0,0,1947.0,400.0,8,0,1,95,0.0,0.125,11.875
3.0,0,0,1947.0,400.0,9,0,1,748,0.0,0.1111111111111111,83.11111111111111
4.0,0,0,1947.0,400.0,80,42,908,6021,0.525,11.35,75.2625
3.0,0,0,1947.0,400.0,6,3,2,80,0.5,0.3333333333333333,13.333333333333334
3.0,0,0,1947.0,400.0,3,0,2,149,0.0,0.6666666666666666,49.666666666666664
4.0,0,0,1947.0,400.0,7,1,47,1001,0.14285714285714285,6.714285714285714,143.0
4.0,0,0,1947.0,400.0,8,0,12,479,0.0,1.5,59.875
5.0,1,0,1947.0,400.0,42,4,46,5122,0.09523809523809523,1.0952380952380953,121.95238095238095
5.0,0,0,1947.0,400.0,64,4,56,9893,0.0625,0.875,154.578125
4.0,0,0,1947.0,400.0,1,0,0,131,0.0,0.0,131.0
3.0,0,0,1947.0,400.0,23,3,131,6819,0.13043478260869565,5.695652173913044,296.4782608695652
4.0,0,0,1947.0,400.0,2,1,1,159,0.5,0.5,79.5
4.0,0,0,1947.0,400.0,4,0,24,4728,0.0,6.0,1182.0
4.0,0,0,1947.0,400.0,3,0,0,33,0.0,0.0,11.0
4.0,0,0,1947.0,400.0,4,0,5,212,0.0,1.25,53.0
3.0,0,0,1947.0,400.0,1,0,0,29,0.0,0.0,29.0
5.0,0,0,1947.0,400.0,24,5,110,2254,0.20833333333333334,4.583333333333333,93.91666666666667
5.0,15,7,1947.0,400.0,1,0,0,9,0.0,0.0,9.0
5.0,0,0,1947.0,400.0,2,0,0,448,0.0,0.0,224.0
5.0,0,0,1947.0,400.0,2,0,2,75,0.0,1.0,37.5
3.0,0,0,1947.0,400.0,9,4,14,234,0.4444444444444444,1.5555555555555556,26.0
5.0,0,0,1947.0,400.0,2,0,1,23,0.0,0.5,11.5
4.0,1,0,1947.0,400.0,3,4,10,1951,1.3333333333333333,3.3333333333333335,650.3333333333334
4.0,0,0,1947.0,400.0,1,0,0,43,0.0,0.0,43.0
5.0,0,0,1947.0,400.0,1,0,3,29,0.0,3.0,29.0
4.0,12,0,1947.0,400.0,15,114,467,1023,7.6,31.133333333333333,68.2
4.0,0,0,1947.0,400.0,1,2,3,100,2.0,3.0,100.0
4.0,0,0,1947.0,400.0,1,0,0,2,0.0,0.0,2.0
3.0,0,0,1947.0,400.0,6,4,7,953,0.6666666666666666,1.1666666666666667,158.83333333333334
5.0,0,0,1947.0,400.0,15,0,1,555,0.0,0.06666666666666667,37.0
5.0,0,0,1947.0,400.0,7,3,3,592,0.42857142857142855,0.42857142857142855,84.57142857142857
4.0,5,0,1947.0,400.0,2,41,16,102,20.5,8.0,51.0
4.0,0,0,1947.0,400.0,2,6,53,174,3.0,26.5,87.0
5.0,0,0,1947.0,400.0,9,7,11,1543,0.7777777777777778,1.2222222222222223,171.44444444444446
4.0,0,0,1947.0,400.0,1,0,0,111,0.0,0.0,111.0
4.0,0,0,1947.0,400.0,2,0,0,59,0.0,0.0,29.5
3.0,0,0,1947.0,400.0,10,0,6,965,0.0,0.6,96.5
2.0,0,0,1947.0,400.0,9,9,495,1978,1.0,55.0,219.77777777777777
4.0,0,0,1947.0,400.0,39,3,54,1683,0.07692307692307693,1.3846153846153846,43.15384615384615
4.0,0,0,1947.0,400.0,4,1,22,496,0.25,5.5,124.0
4.0,0,0,1947.0,400.0,1,0,1,36,0.0,1.0,36.0
5.0,0,0,1947.0,400.0,11,1,4,430,0.09090909090909091,0.36363636363636365,39.09090909090909
4.0,0,0,1947.0,400.0,3,0,0,109,0.0,0.0,36.333333333333336
4.0,0,0,1947.0,400.0,1,0,3,66,0.0,3.0,66.0
5.0,0,0,1947.0,400.0,1,0,1,11,0.0,1.0,11.0
5.0,0,0,1947.0,400.0,20,3,3,1489,0.15,0.15,74.45
3.0,0,0,1947.0,400.0,28,84,3337,9074,3.0,119.17857142857143,324.07142857142856
4.0,0,0,1947.0,400.0,2,2,5,34,1.0,2.5,17.0
5.0,0,0,1947.0,400.0,5,0,1,599,0.0,0.2,119.8
4.0,0,0,1947.0,400.0,19,56,29,588,2.9473684210526314,1.5263157894736843,30.94736842105263
5.0,1,0,1947.0,400.0,4,0,2,174,0.0,0.5,43.5
4.0,0,0,1947.0,400.0,2,1,94,356,0.5,47.0,178.0
4.0,0,0,1947.0,400.0,88,13,94,897,0.14772727272727273,1.0681818181818181,10.193181818181818
4.0,0,0,1947.0,400.0,5,0,1,354,0.0,0.2,70.8
5.0,0,0,1947.0,400.0,1,0,1,19,0.0,1.0,19.0
5.0,0,0,1947.0,400.0,1,0,0,1,0.0,0.0,1.0
5.0,0,0,1947.0,400.0,4,1,4,78,0.25,1.0,19.5
5.0,0,0,1947.0,400.0,1,0,0,74,0.0,0.0,74.0
5.0,0,0,1947.0,400.0,5,0,8,1047,0.0,1.6,209.4
4.0,0,0,1947.0,400.0,34,89,298,1560,2.6176470588235294,8.764705882352942,45.88235294117647
4.0,0,0,1947.0,400.0,1,1,1,10,1.0,1.0,10.0
3.0,0,0,1947.0,400.0,2,0,3,55,0.0,1.5,27.5
4.0,0,0,1947.0,400.0,9,7,63,504,0.7777777777777778,7.0,56.0
4.0,0,0,1947.0,400.0,16,1,5,619,0.0625,0.3125,38.6875
5.0,0,0,1947.0,400.0,1,0,0,1,0.0,0.0,1.0
4.0,0,0,1947.0,400.0,9,0,2,3053,0.0,0.2222222222222222,339.22222222222223
5.0,0,0,1947.0,400.0,5,0,13,161,0.0,2.6,32.2
3.0,0,0,1947.0,400.0,1,5,8,146,5.0,8.0,146.0
5.0,0,0,1947.0,400.0,8,3,6,101,0.375,0.75,12.625
3.0,0,0,1947.0,400.0,11,0,4,266,0.0,0.36363636363636365,24.181818181818183
4.0,0,0,1947.0,400.0,53,1,86,3695,0.018867924528301886,1.6226415094339623,69.71698113207547
5.0,0,0,1947.0,400.0,8,9,17,353,1.125,2.125,44.125
5.0,0,0,1947.0,400.0,1,0,0,10,0.0,0.0,10.0
4.0,0,0,1947.0,400.0,8,0,2,142,0.0,0.25,17.75
5.0,0,0,1947.0,400.0,23,35,463,2839,1.5217391304347827,20.130434782608695,123.43478260869566
3.0,0,0,1947.0,400.0,2,0,2,258,0.0,1.0,129.0
4.0,0,0,1947.0,400.0,9,2,35,377,0.2222222222222222,3.888888888888889,41.888888888888886
5.0,0,0,1947.0,400.0,4,1,7,143,0.25,1.75,35.75
5.0,0,0,1947.0,400.0,8,0,21,360,0.0,2.625,45.0
5.0,0,0,1947.0,400.0,2,0,4,86,0.0,2.0,43.0
5.0,0,0,1947.0,400.0,1,0,3,19,0.0,3.0,19.0
5.0,1,0,1947.0,400.0,57,68,1632,14542,1.1929824561403508,28.63157894736842,255.12280701754386
4.0,0,0,1947.0,400.0,2,0,1,22,0.0,0.5,11.0
5.0,0,0,1947.0,400.0,12,22,483,591,1.8333333333333333,40.25,49.25
4.0,0,0,1947.0,400.0,2,0,1,10,0.0,0.5,5.0
3.0,1,0,1947.0,400.0,1,0,2,105,0.0,2.0,105.0
4.0,0,0,1947.0,400.0,15,7,20,162,0.4666666666666667,1.3333333333333333,10.8
5.0,0,0,1947.0,400.0,10,3,13,485,0.3,1.3,48.5
5.0,0,0,1947.0,400.0,20,0,42,1082,0.0,2.1,54.1
5.0,1,0,1947.0,400.0,1,0,1,1,0.0,1.0,1.0
3.0,0,0,1947.0,400.0,23,6,47,553,0.2608695652173913,2.0434782608695654,24.043478260869566
4.0,0,0,1947.0,400.0,12,5,21,2425,0.4166666666666667,1.75,202.08333333333334
5.0,0,0,1947.0,400.0,1,0,0,13,0.0,0.0,13.0
4.0,0,0,1947.0,400.0,1,3,0,9,3.0,0.0,9.0
4.0,0,0,1947.0,400.0,9,43,433,1118,4.777777777777778,48.111111111111114,124.22222222222223
4.0,0,0,1947.0,400.0,30,2,31,2902,0.06666666666666667,1.0333333333333334,96.73333333333333
3.0,0,0,1947.0,400.0,40,3,7,423,0.075,0.175,10.575
5.0,0,0,1947.0,400.0,14,6,135,3718,0.42857142857142855,9.642857142857142,265.57142857142856
5.0,0,0,1947.0,400.0,10,1,1,350,0.1,0.1,35.0
4.0,0,0,1947.0,400.0,7,0,22,276,0.0,3.142857142857143,39.42857142857143
4.0,0,0,1947.0,400.0,2,3,8,482,1.5,4.0,241.0
4.0,0,0,1947.0,400.0,23,1,4,572,0.043478260869565216,0.17391304347826086,24.869565217391305
4.0,0,0,1947.0,400.0,4,5,56,152,1.25,14.0,38.0
5.0,0,0,1947.0,400.0,15,23,125,1813,1.5333333333333334,8.333333333333334,120.86666666666666
3.0,0,0,1947.0,400.0,3,4,22,74,1.3333333333333333,7.333333333333333,24.666666666666668
4.0,0,0,1947.0,400.0,35,2,24,511,0.05714285714285714,0.6857142857142857,14.6
4.0,0,0,1947.0,400.0,8,0,18,2650,0.0,2.25,331.25
3.0,0,0,1947.0,400.0,6,0,3,60,0.0,0.5,10.0
4.0,0,0,1947.0,400.0,7,4,8,40,0.5714285714285714,1.1428571428571428,5.714285714285714
4.0,0,0,1947.0,400.0,3,0,0,375,0.0,0.0,125.0
5.0,0,0,1947.0,400.0,24,18,78,2214,0.75,3.25,92.25
4.0,0,0,1947.0,400.0,1,0,2,56,0.0,2.0,56.0
5.0,0,0,1947.0,400.0,6,51,570,325,8.5,95.0,54.166666666666664
5.0,0,0,1947.0,400.0,16,0,1,428,0.0,0.0625,26.75
5.0,0,0,1947.0,400.0,2,1,6,61,0.5,3.0,30.5
4.0,0,0,1947.0,400.0,1,3,20,213,3.0,20.0,213.0
4.0,0,0,1947.0,400.0,1263,220,643,20076,0.17418844022169439,0.5091053048297703,15.895486935866984
4.0,0,0,1947.0,400.0,2,0,0,30,0.0,0.0,15.0
5.0,0,0,1947.0,400.0,8,8,40,222,1.0,5.0,27.75
4.0,0,0,1947.0,400.0,11,7,61,754,0.6363636363636364,5.545454545454546,68.54545454545455
5.0,0,0,1947.0,400.0,20,13,35,500,0.65,1.75,25.0
4.0,0,1,1947.0,400.0,15,5,24,462,0.3333333333333333,1.6,30.8
4.0,0,0,1947.0,400.0,8,2,1,94,0.25,0.125,11.75
3.0,0,0,1947.0,400.0,17,11,35,308,0.6470588235294118,2.0588235294117645,18.11764705882353
5.0,0,0,1947.0,400.0,9,0,6,455,0.0,0.6666666666666666,50.55555555555556
3.0,0,0,1947.0,400.0,6,0,3,353,0.0,0.5,58.833333333333336
5.0,0,0,1947.0,400.0,2,1,3,62,0.5,1.5,31.0
