rating_score,critic_likes,critic_comments,movie_release_year,movie_popularity,total_number_of_lists,total_list_comments,total_list_followers,total_list_movie_number,avg_list_comments,avg_list_followers,avg_list_movie_number
5.0,0,0,1964.0,724.0,1,0,0,129,0.0,0.0,129.0
5.0,0,0,1964.0,724.0,3,0,0,384,0.0,0.0,128.0
5.0,1,0,1964.0,724.0,8,5,144,2421,0.625,18.0,302.625
3.0,0,0,1964.0,724.0,4,0,11,33,0.0,2.75,8.25
4.0,0,0,1964.0,724.0,9,0,12,809,0.0,1.3333333333333333,89.88888888888889
4.0,0,0,1964.0,724.0,7,0,63,1267,0.0,9.0,181.0
5.0,0,0,1964.0,724.0,1,0,0,308,0.0,0.0,308.0
5.0,4,0,1964.0,724.0,2,2,4,120,1.0,2.0,60.0
5.0,3,0,1964.0,724.0,1,0,7,19,0.0,7.0,19.0
5.0,1,0,1964.0,724.0,6,0,17,245,0.0,2.8333333333333335,40.833333333333336
4.0,0,0,1964.0,724.0,1,2,3,100,2.0,3.0,100.0
5.0,0,0,1964.0,724.0,10,0,10,358,0.0,1.0,35.8
5.0,0,0,1964.0,724.0,2,0,3,35,0.0,1.5,17.5
3.0,0,0,1964.0,724.0,8,0,10,340,0.0,1.25,42.5
3.0,0,0,1964.0,724.0,21,5,149,2011,0.23809523809523808,7.095238095238095,95.76190476190476
4.0,0,0,1964.0,724.0,4,0,6,282,0.0,1.5,70.5
5.0,0,0,1964.0,724.0,10,3,13,485,0.3,1.3,48.5
3.0,0,0,1964.0,724.0,8,0,12,479,0.0,1.5,59.875
5.0,7,0,1964.0,724.0,3,0,6,63,0.0,2.0,21.0
1.0,0,0,1964.0,724.0,3,0,0,64,0.0,0.0,21.333333333333332
4.0,0,0,1964.0,724.0,2,3,3,27,1.5,1.5,13.5
3.0,0,1,1964.0,724.0,13,2,7,3461,0.15384615384615385,0.5384615384615384,266.2307692307692
4.0,0,0,1964.0,724.0,23,7,42,467,0.30434782608695654,1.826086956521739,20.304347826086957
4.0,0,0,1964.0,724.0,12,0,0,309,0.0,0.0,25.75
5.0,5,0,1964.0,724.0,12,2,51,954,0.16666666666666666,4.25,79.5
5.0,1,0,1964.0,724.0,12,8,186,353,0.6666666666666666,15.5,29.416666666666668
4.0,0,0,1964.0,724.0,3,0,0,33,0.0,0.0,11.0
5.0,0,0,1964.0,724.0,3,0,0,109,0.0,0.0,36.333333333333336
5.0,2,0,1964.0,724.0,1,0,3,29,0.0,3.0,29.0
5.0,0,0,1964.0,724.0,4,10,53,90,2.5,13.25,22.5
4.0,0,0,1964.0,724.0,22,19,736,12962,0.8636363636363636,33.45454545454545,589.1818181818181
4.0,0,0,1964.0,724.0,1,0,12,100,0.0,12.0,100.0
5.0,0,0,1964.0,724.0,1,1,8,83,1.0,8.0,83.0
5.0,0,0,1964.0,724.0,12,0,0,452,0.0,0.0,37.666666666666664
5.0,0,0,1964.0,724.0,6,0,2,139,0.0,0.3333333333333333,23.166666666666668
3.0,0,0,1964.0,724.0,1,0,2,146,0.0,2.0,146.0
4.0,2,0,1964.0,724.0,3,1,1,83,0.3333333333333333,0.3333333333333333,27.666666666666668
5.0,0,0,1964.0,724.0,1,3,0,174,3.0,0.0,174.0
5.0,0,0,1964.0,724.0,4,0,24,4728,0.0,6.0,1182.0
4.0,0,0,1964.0,724.0,1,0,2,84,0.0,2.0,84.0
4.0,0,0,1964.0,724.0,15,0,1,555,0.0,0.06666666666666667,37.0
3.0,0,0,1964.0,724.0,1,0,0,5,0.0,0.0,5.0
3.0,2,0,1964.0,724.0,21,1,81,910,0.047619047619047616,3.857142857142857,43.333333333333336
5.0,1,0,1964.0,724.0,4,0,4,181,0.0,1.0,45.25
5.0,2,0,1964.0,724.0,2,0,1,54,0.0,0.5,27.0
5.0,0,0,1964.0,724.0,10,0,6,965,0.0,0.6,96.5
3.0,0,0,1964.0,724.0,9,9,495,1978,1.0,55.0,219.77777777777777
5.0,0,0,1964.0,724.0,2,0,2,91,0.0,1.0,45.5
5.0,0,0,1964.0,724.0,1,0,0,1,0.0,0.0,1.0
3.0,0,0,1964.0,724.0,7,5,103,473,0.7142857142857143,14.714285714285714,67.57142857142857
4.0,1,0,1964.0,724.0,9,7,63,504,0.7777777777777778,7.0,56.0
5.0,0,0,1964.0,724.0,4,0,1,114,0.0,0.25,28.5
4.0,2,0,1964.0,724.0,6,51,570,325,8.5,95.0,54.166666666666664
5.0,0,0,1964.0,724.0,11,1,4,430,0.09090909090909091,0.36363636363636365,39.09090909090909
5.0,0,0,1964.0,724.0,64,4,56,9893,0.0625,0.875,154.578125
4.0,1,0,1964.0,724.0,4,0,0,82,0.0,0.0,20.5
3.0,0,0,1964.0,724.0,1,0,0,19,0.0,0.0,19.0
5.0,3,0,1964.0,724.0,88,13,94,897,0.14772727272727273,1.0681818181818181,10.193181818181818
4.0,0,0,1964.0,724.0,1,0,2,20,0.0,2.0,20.0
5.0,0,0,1964.0,724.0,1,2,15,187,2.0,15.0,187.0
5.0,2,0,1964.0,724.0,8,2,41,839,0.25,5.125,104.875
5.0,0,0,1964.0,724.0,10,10,193,2384,1.0,19.3,238.4
5.0,0,0,1964.0,724.0,1,0,1,17,0.0,1.0,17.0
5.0,0,0,1964.0,724.0,4,3,13,177,0.75,3.25,44.25
5.0,2,0,1964.0,724.0,49,167,653,1389,3.4081632653061225,13.326530612244898,28.346938775510203
4.0,0,0,1964.0,724.0,1,0,0,81,0.0,0.0,81.0
5.0,0,0,1964.0,724.0,1,0,0,5,0.0,0.0,5.0
4.0,0,0,1964.0,724.0,2,0,0,12,0.0,0.0,6.0
4.0,0,0,1964.0,724.0,4,4,0,238,1.0,0.0,59.5
4.0,0,0,1964.0,724.0,1,0,0,10,0.0,0.0,10.0
4.0,0,0,1964.0,724.0,3,1,6,736,0.3333333333333333,2.0,245.33333333333334
2.0,0,0,1964.0,724.0,5,0,3,89,0.0,0.6,17.8
5.0,0,0,1964.0,724.0,2,0,6,1044,0.0,3.0,522.0
5.0,0,0,1964.0,724.0,1,0,0,1,0.0,0.0,1.0
4.0,0,0,1964.0,724.0,1,0,0,75,0.0,0.0,75.0
5.0,0,0,1964.0,724.0,1,1,3,575,1.0,3.0,575.0
4.0,0,0,1964.0,724.0,3,0,2,80,0.0,0.6666666666666666,26.666666666666668
2.0,0,0,1964.0,724.0,5,0,1,354,0.0,0.2,70.8
4.0,0,0,1964.0,724.0,1,0,1,19,0.0,1.0,19.0
3.0,0,0,1964.0,724.0,28,84,3337,9074,3.0,119.17857142857143,324.07142857142856
5.0,0,0,1964.0,724.0,1,0,5,25,0.0,5.0,25.0
4.0,0,0,1964.0,724.0,5,1,303,419,0.2,60.6,83.8
4.0,0,0,1964.0,724.0,6,8,29,74,1.3333333333333333,4.833333333333333,12.333333333333334
5.0,0,0,1964.0,724.0,1,0,0,47,0.0,0.0,47.0
5.0,15,0,1964.0,724.0,85,66,135,2258,0.7764705882352941,1.588235294117647,26.564705882352943
5.0,0,0,1964.0,724.0,1,0,3,8,0.0,3.0,8.0
4.0,1,0,1964.0,724.0,5,0,0,44,0.0,0.0,8.8
5.0,0,0,1964.0,724.0,2,0,0,377,0.0,0.0,188.5
5.0,1,0,1964.0,724.0,1,0,25,63,0.0,25.0,63.0
3.0,0,0,1964.0,724.0,2,1,1,77,0.5,0.5,38.5
5.0,0,0,1964.0,724.0,1,1,3,9,1.0,3.0,9.0
4.0,0,0,1964.0,724.0,8,0,5,145,0.0,0.625,18.125
5.0,0,0,1964.0,724.0,1,0,0,6,0.0,0.0,6.0
4.0,1,0,1964.0,724.0,7,2,36,111,0.2857142857142857,5.142857142857143,15.857142857142858
4.0,0,0,1964.0,724.0,1,0,2,150,0.0,2.0,150.0
4.0,0,0,1964.0,724.0,23,35,463,2839,1.5217391304347827,20.130434782608695,123.43478260869566
4.0,0,0,1964.0,724.0,7,0,10,449,0.0,1.4285714285714286,64.14285714285714
3.0,0,0,1964.0,724.0,1,1,8,110,1.0,8.0,110.0
5.0,3,0,1964.0,724.0,31,10,7,301,0.3225806451612903,0.22580645161290322,9.709677419354838
4.0,0,0,1964.0,724.0,2,0,0,56,0.0,0.0,28.0
4.0,0,0,1964.0,724.0,5,0,13,161,0.0,2.6,32.2
4.0,0,0,1964.0,724.0,1,0,0,13,0.0,0.0,13.0
3.0,0,0,1964.0,724.0,1,0,0,21,0.0,0.0,21.0
4.0,0,0,1964.0,724.0,2,0,0,25,0.0,0.0,12.5
4.0,0,0,1964.0,724.0,4,0,6,196,0.0,1.5,49.0
5.0,5,0,1964.0,724.0,5,0,2,4060,0.0,0.4,812.0
4.0,0,0,1964.0,724.0,6,5,28,200,0.8333333333333334,4.666666666666667,33.333333333333336
5.0,0,0,1964.0,724.0,1,0,1,10,0.0,1.0,10.0
4.0,1,0,1964.0,724.0,9,0,10,227,0.0,1.1111111111111112,25.22222222222222
5.0,0,0,1964.0,724.0,1,0,0,1,0.0,0.0,1.0
5.0,2,0,1964.0,724.0,57,68,1632,14542,1.1929824561403508,28.63157894736842,255.12280701754386
5.0,0,0,1964.0,724.0,1,0,7,202,0.0,7.0,202.0
2.0,0,0,1964.0,724.0,3,0,0,375,0.0,0.0,125.0
5.0,7,0,1964.0,724.0,15,114,467,1023,7.6,31.133333333333333,68.2
5.0,0,0,1964.0,724.0,2,1,94,356,0.5,47.0,178.0
4.0,0,0,1964.0,724.0,13,20,25,371,1.5384615384615385,1.9230769230769231,28.53846153846154
4.0,0,0,1964.0,724.0,1,1,22,118,1.0,22.0,118.0
5.0,0,0,1964.0,724.0,12,4,51,2149,0.3333333333333333,4.25,179.08333333333334
4.0,1,0,1964.0,724.0,1,0,20,72,0.0,20.0,72.0
4.0,0,0,1964.0,724.0,1,0,0,14,0.0,0.0,14.0
3.0,0,0,1964.0,724.0,8,1,0,108,0.125,0.0,13.5
4.0,1,0,1964.0,724.0,1,0,0,27,0.0,0.0,27.0
5.0,0,0,1964.0,724.0,1,0,3,66,0.0,3.0,66.0
5.0,0,0,1964.0,724.0,7,0,21,230,0.0,3.0,32.857142857142854
4.0,0,0,1964.0,724.0,2,1,0,19,0.5,0.0,9.5
5.0,0,0,1964.0,724.0,1,0,1,45,0.0,1.0,45.0
4.0,1,0,1964.0,724.0,1,0,2,105,0.0,2.0,105.0
4.0,1,0,1964.0,724.0,12,0,2,302,0.0,0.16666666666666666,25.166666666666668
2.0,0,0,1964.0,724.0,30,16,47,571,0.5333333333333333,1.5666666666666667,19.033333333333335
5.0,0,0,1964.0,724.0,2,0,0,168,0.0,0.0,84.0
5.0,0,0,1964.0,724.0,1,0,0,100,0.0,0.0,100.0
3.0,0,0,1964.0,724.0,9,8,134,799,0.8888888888888888,14.88888888888889,88.77777777777777
5.0,0,0,1964.0,724.0,13,0,4,617,0.0,0.3076923076923077,47.46153846153846
5.0,0,0,1964.0,724.0,31,12,79,2660,0.3870967741935484,2.5483870967741935,85.80645161290323
5.0,0,0,1964.0,724.0,4,2,13,145,0.5,3.25,36.25
4.0,0,0,1964.0,724.0,5,6,24,78,1.2,4.8,15.6
4.0,0,0,1964.0,724.0,6,1,18,254,0.16666666666666666,3.0,42.333333333333336
5.0,0,0,1964.0,724.0,6,1,21,114,0.16666666666666666,3.5,19.0
5.0,1,0,1964.0,724.0,19,38,294,960,2.0,15.473684210526315,50.526315789473685
5.0,0,0,1964.0,724.0,64,6,385,5315,0.09375,6.015625,83.046875
5.0,0,0,1964.0,724.0,1,0,2,10,0.0,2.0,10.0
4.0,0,0,1964.0,724.0,1,0,0,14,0.0,0.0,14.0
5.0,0,0,1964.0,724.0,9,7,11,1543,0.7777777777777778,1.2222222222222223,171.44444444444446
3.0,0,0,1964.0,724.0,6,5,14,114,0.8333333333333334,2.3333333333333335,19.0
4.0,0,0,1964.0,724.0,2,0,8,122,0.0,4.0,61.0
3.0,0,0,1964.0,724.0,5,28,448,742,5.6,89.6,148.4
3.0,0,0,1964.0,724.0,10,0,1,136,0.0,0.1,13.6
4.0,0,0,1964.0,724.0,12,12,955,4942,1.0,79.58333333333333,411.8333333333333
4.0,0,0,1964.0,724.0,2,0,0,60,0.0,0.0,30.0
5.0,1,0,1964.0,724.0,1,0,1,23,0.0,1.0,23.0
5.0,0,0,1964.0,724.0,3,5,22,42,1.6666666666666667,7.333333333333333,14.0
4.0,0,0,1964.0,724.0,4,0,2,26,0.0,0.5,6.5
3.0,0,0,1964.0,724.0,12,17,1277,2629,1.4166666666666667,106.41666666666667,219.08333333333334
5.0,0,0,1964.0,724.0,11,1,6,1346,0.09090909090909091,0.5454545454545454,122.36363636363636
4.0,0,0,1964.0,724.0,7,0,3,215,0.0,0.42857142857142855,30.714285714285715
5.0,0,0,1964.0,724.0,1,3,10,36,3.0,10.0,36.0
4.0,0,0,1964.0,724.0,4,12,6,278,3.0,1.5,69.5
4.0,0,0,1964.0,724.0,1,0,0,10,0.0,0.0,10.0
5.0,0,0,1964.0,724.0,5,6,22,382,1.2,4.4,76.4
4.0,0,0,1964.0,724.0,1,5,12,48,5.0,12.0,48.0
5.0,0,0,1964.0,724.0,3,20,128,169,6.666666666666667,42.666666666666664,56.333333333333336
5.0,0,0,1964.0,724.0,7,4,8,40,0.5714285714285714,1.1428571428571428,5.714285714285714
5.0,0,0,1964.0,724.0,1,0,0,26,0.0,0.0,26.0
4.0,1,1,1964.0,724.0,6,1,4,189,0.16666666666666666,0.6666666666666666,31.5
4.0,0,0,1964.0,724.0,20,120,1651,4808,6.0,82.55,240.4
5.0,0,0,1964.0,724.0,1,0,3,42,0.0,3.0,42.0
5.0,0,0,1964.0,724.0,2,4,3,31,2.0,1.5,15.5
4.0,0,0,1964.0,724.0,6,13,19,481,2.1666666666666665,3.1666666666666665,80.16666666666667
5.0,0,0,1964.0,724.0,1,1,3,19,1.0,3.0,19.0
4.0,0,0,1964.0,724.0,1,0,0,10,0.0,0.0,10.0
5.0,0,0,1964.0,724.0,31,6,20,440,0.1935483870967742,0.6451612903225806,14.193548387096774
5.0,0,0,1964.0,724.0,1,1,1,1,1.0,1.0,1.0
4.0,0,0,1964.0,724.0,27,11,92,2808,0.4074074074074074,3.4074074074074074,104.0
3.0,0,0,1964.0,724.0,1,0,0,35,0.0,0.0,35.0
4.0,0,0,1964.0,724.0,1,0,3,19,0.0,3.0,19.0
5.0,0,0,1964.0,724.0,3,9,302,291,3.0,100.66666666666667,97.0
4.0,0,0,1964.0,724.0,25,5,64,855,0.2,2.56,34.2
5.0,1,0,1964.0,724.0,12,8,35,171,0.6666666666666666,2.9166666666666665,14.25
5.0,0,0,1964.0,724.0,2,0,1,10,0.0,0.5,5.0
3.0,0,0,1964.0,724.0,4,0,8,47,0.0,2.0,11.75
4.0,0,0,1964.0,724.0,4,1,22,496,0.25,5.5,124.0
5.0,0,0,1964.0,724.0,1,3,13,11,3.0,13.0,11.0
4.0,1,0,1964.0,724.0,3,2,10,129,0.6666666666666666,3.3333333333333335,43.0
4.0,0,0,1964.0,724.0,6,0,7,501,0.0,1.1666666666666667,83.5
5.0,0,0,1964.0,724.0,5,2,6,82,0.4,1.2,16.4
4.0,0,0,1964.0,724.0,3,3,21,55,1.0,7.0,18.333333333333332
3.0,0,0,1964.0,724.0,15,1,1,1214,0.06666666666666667,0.06666666666666667,80.93333333333334
5.0,0,0,1964.0,724.0,4,0,7,39,0.0,1.75,9.75
5.0,0,0,1964.0,724.0,2,0,1,73,0.0,0.5,36.5
4.0,1,0,1964.0,724.0,2,5,47,218,2.5,23.5,109.0
5.0,0,0,1964.0,724.0,1,0,0,47,0.0,0.0,47.0
5.0,0,0,1964.0,724.0,1,0,1,10,0.0,1.0,10.0
5.0,0,0,1964.0,724.0,5,0,0,112,0.0,0.0,22.4
4.0,0,0,1964.0,724.0,8,0,3,1351,0.0,0.375,168.875
4.0,0,0,1964.0,724.0,4,1,0,30,0.25,0.0,7.5
5.0,0,0,1964.0,724.0,18,59,308,761,3.2777777777777777,17.11111111111111,42.27777777777778
5.0,0,0,1964.0,724.0,14,1,3,264,0.07142857142857142,0.21428571428571427,18.857142857142858
4.0,0,0,1964.0,724.0,28,10,134,967,0.35714285714285715,4.785714285714286,34.535714285714285
5.0,0,0,1964.0,724.0,1,0,0,2,0.0,0.0,2.0
5.0,0,0,1964.0,724.0,4,5,56,152,1.25,14.0,38.0
3.0,0,0,1964.0,724.0,5,1,6,57,0.2,1.2,11.4
5.0,0,0,1964.0,724.0,1,7,455,1649,7.0,455.0,1649.0
2.0,0,0,1964.0,724.0,9,4,350,570,0.4444444444444444,38.888888888888886,63.333333333333336
4.0,0,0,1964.0,724.0,1,0,0,36,0.0,0.0,36.0
5.0,0,0,1964.0,724.0,1,0,0,73,0.0,0.0,73.0
4.0,0,0,1964.0,724.0,18,3,21,1021,0.16666666666666666,1.1666666666666667,56.72222222222222
3.0,0,0,1964.0,724.0,9,43,433,1118,4.777777777777778,48.111111111111114,124.22222222222223
4.0,0,0,1964.0,724.0,3,10,184,120,3.3333333333333335,61.333333333333336,40.0
5.0,0,0,1964.0,724.0,2,0,9,30,0.0,4.5,15.0
5.0,0,0,1964.0,724.0,2,0,2,45,0.0,1.0,22.5
5.0,0,0,1964.0,724.0,1,0,0,4,0.0,0.0,4.0
5.0,0,0,1964.0,724.0,19,8,109,2911,0.42105263157894735,5.7368421052631575,153.21052631578948
4.0,0,0,1964.0,724.0,10,0,0,224,0.0,0.0,22.4
5.0,0,0,1964.0,724.0,2,0,49,56,0.0,24.5,28.0
4.0,0,0,1964.0,724.0,25,3,12,1481,0.12,0.48,59.24
4.0,0,0,1964.0,724.0,10,0,2,100,0.0,0.2,10.0
4.0,0,0,1964.0,724.0,4,0,2,74,0.0,0.5,18.5
4.0,0,0,1964.0,724.0,113,192,1833,8179,1.6991150442477876,16.221238938053098,72.38053097345133
3.0,0,0,1964.0,724.0,3,0,9,747,0.0,3.0,249.0
3.0,0,0,1964.0,724.0,3,1,89,238,0.3333333333333333,29.666666666666668,79.33333333333333
5.0,1,0,1964.0,724.0,26,120,136,3218,4.615384615384615,5.230769230769231,123.76923076923077
5.0,0,0,1964.0,724.0,1,1,10,121,1.0,10.0,121.0
5.0,0,0,1964.0,724.0,26,1,38,259,0.038461538461538464,1.4615384615384615,9.961538461538462
4.0,0,0,1964.0,724.0,23,0,4,101,0.0,0.17391304347826086,4.391304347826087
1.0,0,0,1964.0,724.0,31,114,877,3814,3.6774193548387095,28.29032258064516,123.03225806451613
5.0,0,0,1964.0,724.0,5,2,7,127,0.4,1.4,25.4
4.0,0,0,1964.0,724.0,22,22,116,1702,1.0,5.2727272727272725,77.36363636363636
5.0,0,0,1964.0,724.0,4,0,2,520,0.0,0.5,130.0
5.0,0,0,1964.0,724.0,25,15,36,571,0.6,1.44,22.84
3.0,0,0,1964.0,724.0,14,6,23,333,0.42857142857142855,1.6428571428571428,23.785714285714285
5.0,0,0,1964.0,724.0,8,0,3,397,0.0,0.375,49.625
5.0,0,0,1964.0,724.0,22,11,127,1904,0.5,5.7727272727272725,86.54545454545455
5.0,0,0,1964.0,724.0,1,0,0,259,0.0,0.0,259.0
5.0,0,0,1964.0,724.0,30,3,9,587,0.1,0.3,19.566666666666666
3.0,0,0,1964.0,724.0,2,3,9,319,1.5,4.5,159.5
5.0,0,0,1964.0,724.0,2,0,17,55,0.0,8.5,27.5
4.0,0,0,1964.0,724.0,1,3,39,184,3.0,39.0,184.0
4.0,0,0,1964.0,724.0,46,6,29,879,0.13043478260869565,0.6304347826086957,19.108695652173914
4.0,0,0,1964.0,724.0,2,0,22,24,0.0,11.0,12.0
4.0,0,0,1964.0,724.0,8,1,30,288,0.125,3.75,36.0
5.0,0,0,1964.0,724.0,1,7,147,596,7.0,147.0,596.0
4.0,0,0,1964.0,724.0,4,9,2537,1901,2.25,634.25,475.25
4.0,0,0,1964.0,724.0,4,0,7,262,0.0,1.75,65.5
5.0,0,0,1964.0,724.0,2,0,1,28,0.0,0.5,14.0
5.0,0,0,1964.0,724.0,3,30,53,300,10.0,17.666666666666668,100.0
4.0,0,0,1964.0,724.0,1,8,55,267,8.0,55.0,267.0
4.0,0,0,1964.0,724.0,4,1,10,519,0.25,2.5,129.75
4.0,0,0,1964.0,724.0,69,0,7,749,0.0,0.10144927536231885,10.855072463768115
4.0,0,0,1964.0,724.0,2,0,1,83,0.0,0.5,41.5
4.0,0,0,1964.0,724.0,23,6,100,754,0.2608695652173913,4.3478260869565215,32.78260869565217
4.0,0,0,1964.0,724.0,8,0,1,156,0.0,0.125,19.5
5.0,0,0,1964.0,724.0,5,0,267,660,0.0,53.4,132.0
1.0,1,0,1964.0,724.0,18,62,151,628,3.4444444444444446,8.38888888888889,34.888888888888886
4.0,0,0,1964.0,724.0,11,7,51,896,0.6363636363636364,4.636363636363637,81.45454545454545
4.0,0,0,1964.0,724.0,1,0,0,45,0.0,0.0,45.0
4.0,1,0,1964.0,724.0,28,45,201,1432,1.6071428571428572,7.178571428571429,51.142857142857146
3.0,0,0,1964.0,724.0,11,1,9,100,0.09090909090909091,0.8181818181818182,9.090909090909092
3.0,0,0,1964.0,724.0,2,1,11,160,0.5,5.5,80.0
4.0,0,0,1964.0,724.0,6,18,89,162,3.0,14.833333333333334,27.0
5.0,0,0,1964.0,724.0,37,40,77,1406,1.0810810810810811,2.081081081081081,38.0
4.0,0,0,1964.0,724.0,7,0,9,80,0.0,1.2857142857142858,11.428571428571429
5.0,1,0,1964.0,724.0,13,1,4,126,0.07692307692307693,0.3076923076923077,9.692307692307692
4.0,0,0,1964.0,724.0,78,4,184,2044,0.05128205128205128,2.358974358974359,26.205128205128204
5.0,0,0,1964.0,724.0,103,35,442,3306,0.33980582524271846,4.29126213592233,32.09708737864078
5.0,0,0,1964.0,724.0,5,15,46,120,3.0,9.2,24.0
2.0,0,0,1964.0,724.0,1,0,0,1,0.0,0.0,1.0
5.0,0,0,1964.0,724.0,6,2,13,91,0.3333333333333333,2.1666666666666665,15.166666666666666
4.0,0,0,1964.0,724.0,80,4,75,1280,0.05,0.9375,16.0
5.0,0,0,1964.0,724.0,8,5,31,406,0.625,3.875,50.75
3.0,0,0,1964.0,724.0,1,0,0,37,0.0,0.0,37.0
3.0,0,0,1964.0,724.0,24,16,59,1330,0.6666666666666666,2.4583333333333335,55.416666666666664
2.0,0,0,1964.0,724.0,280,6,100,2955,0.02142857142857143,0.35714285714285715,10.553571428571429
4.0,1,0,1964.0,724.0,4,5,114,203,1.25,28.5,50.75
5.0,0,0,1964.0,724.0,1,0,0,107,0.0,0.0,107.0
5.0,0,0,1964.0,724.0,1,0,2,93,0.0,2.0,93.0
5.0,0,0,1964.0,724.0,7,0,0,57,0.0,0.0,8.142857142857142
3.0,0,0,1964.0,724.0,1,0,0,22,0.0,0.0,22.0
2.0,0,0,1964.0,724.0,80,21,98,925,0.2625,1.225,11.5625
4.0,0,0,1964.0,724.0,2,3,28,23,1.5,14.0,11.5
4.0,0,0,1964.0,724.0,3,4,114,298,1.3333333333333333,38.0,99.33333333333333
4.0,0,0,1964.0,724.0,1,0,1,37,0.0,1.0,37.0
4.0,0,0,1964.0,724.0,12,2,10,1636,0.16666666666666666,0.8333333333333334,136.33333333333334
3.0,0,0,1964.0,724.0,2,0,0,27,0.0,0.0,13.5
4.0,0,0,1964.0,724.0,1,0,0,36,0.0,0.0,36.0
5.0,0,0,1964.0,724.0,8,37,744,375,4.625,93.0,46.875
4.0,0,0,1964.0,724.0,18,18,44,443,1.0,2.4444444444444446,24.61111111111111
1.0,0,0,1964.0,724.0,1,0,0,2,0.0,0.0,2.0
3.0,0,0,1964.0,724.0,4,0,3,55,0.0,0.75,13.75
5.0,0,0,1964.0,724.0,12,39,256,770,3.25,21.333333333333332,64.16666666666667
3.0,0,0,1964.0,724.0,1,0,0,9,0.0,0.0,9.0
5.0,0,0,1964.0,724.0,2,9,111,25,4.5,55.5,12.5
5.0,0,0,1964.0,724.0,1,0,1,3,0.0,1.0,3.0
4.0,0,0,1964.0,724.0,4,2,36,306,0.5,9.0,76.5
3.0,0,0,1964.0,724.0,10,6,129,485,0.6,12.9,48.5
5.0,0,0,1964.0,724.0,1,0,0,4,0.0,0.0,4.0
5.0,0,0,1964.0,724.0,3,0,0,51,0.0,0.0,17.0
4.0,0,0,1964.0,724.0,7,0,0,92,0.0,0.0,13.142857142857142
4.0,0,0,1964.0,724.0,7,0,0,82,0.0,0.0,11.714285714285714
5.0,0,0,1964.0,724.0,7,2,17,750,0.2857142857142857,2.4285714285714284,107.14285714285714
4.0,0,0,1964.0,724.0,1,0,0,1,0.0,0.0,1.0
5.0,0,0,1964.0,724.0,10,0,28,321,0.0,2.8,32.1
4.0,0,0,1964.0,724.0,7,16,126,1298,2.2857142857142856,18.0,185.42857142857142
5.0,1,0,1964.0,724.0,3,2,4,25,0.6666666666666666,1.3333333333333333,8.333333333333334
5.0,0,0,1964.0,724.0,10,6,26,332,0.6,2.6,33.2
5.0,3,0,1964.0,724.0,10,15,154,153,1.5,15.4,15.3
5.0,0,0,1964.0,724.0,20,43,285,2265,2.15,14.25,113.25
5.0,0,0,1964.0,724.0,4,0,8,743,0.0,2.0,185.75
3.0,0,0,1964.0,724.0,12,0,6,165,0.0,0.5,13.75
5.0,0,0,1964.0,724.0,1,0,2,100,0.0,2.0,100.0
5.0,0,0,1964.0,724.0,3,1,3,33,0.3333333333333333,1.0,11.0
5.0,0,0,1964.0,724.0,1,0,0,34,0.0,0.0,34.0
4.0,0,0,1964.0,724.0,2,0,7,100,0.0,3.5,50.0
4.0,0,0,1964.0,724.0,1,0,0,10,0.0,0.0,10.0
4.0,0,0,1964.0,724.0,3,1,1,50,0.3333333333333333,0.3333333333333333,16.666666666666668
4.0,0,0,1964.0,724.0,7,70,1282,1201,10.0,183.14285714285714,171.57142857142858
5.0,0,0,1964.0,724.0,39,49,155,1432,1.2564102564102564,3.9743589743589745,36.717948717948715
4.0,0,0,1964.0,724.0,5,1,2,204,0.2,0.4,40.8
3.0,0,0,1964.0,724.0,5,1,6,322,0.2,1.2,64.4
4.0,0,0,1964.0,724.0,1,1,0,19,1.0,0.0,19.0
5.0,0,0,1964.0,724.0,2,2,5,323,1.0,2.5,161.5
5.0,0,0,1964.0,724.0,3,0,2,33,0.0,0.6666666666666666,11.0
2.0,0,0,1964.0,724.0,1,0,0,20,0.0,0.0,20.0
4.0,0,0,1964.0,724.0,9,0,7,501,0.0,0.7777777777777778,55.666666666666664
4.0,0,0,1964.0,724.0,31,9,108,310,0.2903225806451613,3.4838709677419355,10.0
5.0,0,0,1964.0,724.0,14,1,12,669,0.07142857142857142,0.8571428571428571,47.785714285714285
5.0,0,0,1964.0,724.0,36,25,131,601,0.6944444444444444,3.638888888888889,16.694444444444443
4.0,0,0,1964.0,724.0,41,3,49,1437,0.07317073170731707,1.1951219512195121,35.048780487804876
4.0,0,0,1964.0,724.0,9,0,0,534,0.0,0.0,59.333333333333336
4.0,0,0,1964.0,724.0,7,2,7,274,0.2857142857142857,1.0,39.142857142857146
3.0,0,0,1964.0,724.0,2,0,1,45,0.0,0.5,22.5
1.0,0,0,1964.0,724.0,1,0,0,10,0.0,0.0,10.0
5.0,0,0,1964.0,724.0,4,14,42,49,3.5,10.5,12.25
5.0,0,0,1964.0,724.0,24,0,10,363,0.0,0.4166666666666667,15.125
4.0,0,0,1964.0,724.0,6,1,12,172,0.16666666666666666,2.0,28.666666666666668
5.0,0,0,1964.0,724.0,1,0,0,4,0.0,0.0,4.0
5.0,0,0,1964.0,724.0,8,0,6,1102,0.0,0.75,137.75
5.0,0,0,1964.0,724.0,1,1,1,34,1.0,1.0,34.0
3.0,0,0,1964.0,724.0,1,1,1,2,1.0,1.0,2.0
4.0,0,0,1964.0,724.0,1,0,2,29,0.0,2.0,29.0
