critic_likes,critic_comments,movie_release_year,movie_popularity,avg_list_comments,rating_score
1,0,2008.0,77.0,0.0,5.0
0,0,2008.0,77.0,0.0,4.0
0,0,2008.0,77.0,0.0,1.0
1,0,2008.0,77.0,0.0,5.0
0,0,2008.0,77.0,0.5,3.0
0,0,2008.0,77.0,0.0,2.0
1,0,2008.0,77.0,0.0,4.0
0,0,2008.0,77.0,0.0,4.0
1,0,2008.0,77.0,0.4166666666666667,4.0
0,0,2008.0,77.0,0.0,3.0
0,0,2008.0,77.0,3.0,3.0
0,0,2008.0,77.0,0.0,4.0
0,0,2008.0,77.0,0.0,2.0
0,0,2008.0,77.0,0.0,4.0
0,0,2008.0,77.0,0.4782608695652174,3.0
0,0,2008.0,77.0,0.0,4.0
0,0,2008.0,77.0,0.0,4.0
0,0,2008.0,77.0,0.0,3.0
0,0,2008.0,77.0,0.75,3.0
0,0,2008.0,77.0,0.0,5.0
0,0,2008.0,77.0,0.0,4.0
1,1,2008.0,77.0,0.7741935483870968,2.0
0,0,2008.0,77.0,0.0,5.0
0,0,2008.0,77.0,0.0,4.0
0,0,2008.0,77.0,0.0,2.0
0,0,2008.0,77.0,3.0,4.0
0,0,2008.0,77.0,0.525,3.0
0,0,2008.0,77.0,0.0,3.0
0,0,2008.0,77.0,0.0,3.0
0,0,2008.0,77.0,0.3333333333333333,4.0
0,0,2008.0,77.0,0.0625,4.0
0,0,2008.0,77.0,0.16666666666666666,5.0
0,0,2008.0,77.0,0.0,3.0
0,0,2008.0,77.0,0.0,5.0
0,0,2008.0,77.0,0.0,5.0
0,0,2008.0,77.0,0.625,2.0
0,0,2008.0,77.0,0.0,5.0
0,0,2008.0,77.0,0.0,5.0
0,0,2008.0,77.0,0.0,3.0
0,0,2008.0,77.0,0.0,4.0
1,0,2008.0,77.0,0.0,5.0
0,0,2008.0,77.0,0.0,3.0
0,0,2008.0,77.0,0.0,5.0
0,0,2008.0,77.0,0.0,4.0
0,0,2008.0,77.0,0.0,3.0
1,0,2008.0,77.0,7.5,4.0
0,0,2008.0,77.0,0.0,5.0
0,0,2008.0,77.0,1.3333333333333333,3.0
0,0,2008.0,77.0,2.5,3.0
0,0,2008.0,77.0,0.0,4.0
0,0,2008.0,77.0,0.0,2.0
0,0,2008.0,77.0,0.0,3.0
0,0,2008.0,77.0,0.0,4.0
0,0,2008.0,77.0,0.8,2.0
0,0,2008.0,77.0,0.0,3.0
1,0,2008.0,77.0,7.6,4.0
0,0,2008.0,77.0,5.35,4.0
0,0,2008.0,77.0,0.16666666666666666,2.0
1,0,2008.0,77.0,0.0,5.0
0,0,2008.0,77.0,0.4,3.0
0,0,2008.0,77.0,0.0,4.0
0,0,2008.0,77.0,0.0,4.0
0,0,2008.0,77.0,0.0,5.0
0,0,2008.0,77.0,0.0,4.0
0,0,2008.0,77.0,0.25,3.0
0,0,2008.0,77.0,0.0,4.0
0,0,2008.0,77.0,0.0,4.0
0,0,2008.0,77.0,0.13333333333333333,3.0
0,0,2008.0,77.0,0.0,2.0
1,0,2008.0,77.0,0.6923076923076923,4.0
0,0,2008.0,77.0,0.0,5.0
0,0,2008.0,77.0,0.0,5.0
0,0,2008.0,77.0,1.5,4.0
0,0,2008.0,77.0,0.0,4.0
0,0,2008.0,77.0,2.0,2.0
0,0,2008.0,77.0,2.0,4.0
0,0,2008.0,77.0,0.5,3.0
0,0,2008.0,77.0,0.0,3.0
0,0,2008.0,77.0,0.0,4.0
0,0,2008.0,77.0,0.0,4.0
0,0,2008.0,77.0,0.0,4.0
0,0,2008.0,77.0,0.0,5.0
0,0,2008.0,77.0,0.0,4.0
0,0,2008.0,77.0,2.3076923076923075,3.0
0,0,2008.0,77.0,1.0,4.0
0,0,2008.0,77.0,0.3,3.0
0,0,2008.0,77.0,0.0,4.0
0,0,2008.0,77.0,0.15625,4.0
0,0,2008.0,77.0,7.5,4.0
0,0,2008.0,77.0,0.30434782608695654,4.0
0,0,2008.0,77.0,0.0,4.0
0,0,2008.0,77.0,0.25,4.0
0,0,2008.0,77.0,0.0,3.0
0,0,2008.0,77.0,0.0,4.0
0,0,2008.0,77.0,0.0,4.0
0,0,2008.0,77.0,1.0,3.0
0,0,2008.0,77.0,0.0,3.0
2,0,2008.0,77.0,0.0,5.0
0,0,2008.0,77.0,0.2857142857142857,4.0
0,0,2008.0,77.0,0.0,4.0
0,0,2008.0,77.0,0.0,3.0
0,0,2008.0,77.0,0.0,4.0
0,0,2008.0,77.0,0.4782608695652174,4.0
0,0,2008.0,77.0,0.0,4.0
0,0,2008.0,77.0,2.25,5.0
0,0,2008.0,77.0,0.2916666666666667,4.0
0,0,2008.0,77.0,0.5454545454545454,4.0
0,0,2008.0,77.0,0.0,4.0
0,0,2008.0,77.0,1.0,5.0
0,0,2008.0,77.0,1.2,3.0
0,0,2008.0,77.0,0.3333333333333333,4.0
0,0,2008.0,77.0,0.14285714285714285,3.0
0,0,2008.0,77.0,0.45714285714285713,3.0
0,0,2008.0,77.0,0.14285714285714285,4.0
0,0,2008.0,77.0,4.130434782608695,3.0
0,0,2008.0,77.0,0.0,3.0
0,0,2008.0,77.0,0.0,3.0
0,0,2008.0,77.0,0.5,4.0
2,0,2008.0,77.0,0.0,5.0
0,0,2008.0,77.0,1.3333333333333333,3.0
0,0,2008.0,77.0,0.625,4.0
1,0,2008.0,77.0,0.125,4.0
0,0,2008.0,77.0,0.3333333333333333,4.0
0,0,2008.0,77.0,0.0,5.0
0,0,2008.0,77.0,0.3333333333333333,2.0
0,0,2008.0,77.0,9.0,4.0
0,0,2008.0,77.0,0.0,3.0
0,0,2008.0,77.0,0.625,4.0
0,0,2008.0,77.0,0.0,4.0
0,0,2008.0,77.0,1.75,2.0
0,0,2008.0,77.0,0.0,3.0
0,0,2008.0,77.0,0.43478260869565216,4.0
0,0,2008.0,77.0,0.2222222222222222,4.0
0,0,2008.0,77.0,5.6,3.0
0,0,2008.0,77.0,2.0,4.0
0,0,2008.0,77.0,3.0,5.0
0,0,2008.0,77.0,0.0,2.0
0,0,2008.0,77.0,0.0,1.0
0,0,2008.0,77.0,0.0,4.0
0,0,2008.0,77.0,0.0967741935483871,5.0
0,0,2008.0,77.0,1.0,2.0
0,0,2008.0,77.0,0.0,2.0
0,0,2008.0,77.0,0.0,4.0
0,0,2008.0,77.0,0.5,1.0
0,0,2008.0,77.0,3.0,4.0
0,0,2008.0,77.0,0.0,3.0
0,0,2008.0,77.0,0.8181818181818182,5.0
0,0,2008.0,77.0,0.0,3.0
0,0,2008.0,77.0,53.666666666666664,3.0
0,0,2008.0,77.0,2.869565217391304,3.0
0,0,2008.0,77.0,0.0,4.0
0,0,2008.0,77.0,0.5,5.0
0,0,2008.0,77.0,4.0,3.0
0,0,2008.0,77.0,0.27906976744186046,3.0
0,0,2008.0,77.0,0.0,4.0
0,0,2006.0,3.0,0.0,2.0
0,0,2006.0,3.0,14.277777777777779,3.0
0,0,2006.0,3.0,2.0,3.0
0,0,2006.0,3.0,5.724137931034483,3.0
0,0,1949.0,3.0,0.59375,2.0
0,0,1949.0,3.0,0.0,4.0
0,0,1949.0,3.0,0.0,3.0
0,0,1949.0,3.0,0.0,2.0
0,0,1949.0,3.0,1.0,3.0
0,0,1949.0,3.0,0.0,4.0
4,0,1949.0,3.0,0.0,2.0
0,0,1949.0,3.0,0.43478260869565216,4.0
0,0,1949.0,3.0,0.5,5.0
0,0,1949.0,3.0,0.0,3.0
0,0,1944.0,12.0,1.4,4.0
0,0,1944.0,12.0,0.0,1.0
1,0,1944.0,12.0,0.0,5.0
6,0,1944.0,12.0,1.1929824561403508,5.0
0,0,1944.0,12.0,0.0,3.0
0,0,1944.0,12.0,0.0,3.0
0,0,1944.0,12.0,0.4444444444444444,4.0
0,0,1944.0,12.0,0.59375,4.0
0,0,1944.0,12.0,0.0,4.0
0,0,1944.0,12.0,0.16666666666666666,5.0
0,0,1944.0,12.0,0.5,4.0
0,0,1944.0,12.0,0.2,3.0
0,0,1944.0,12.0,0.0,4.0
0,0,1944.0,12.0,2.3333333333333335,4.0
1,0,1944.0,12.0,16.0,4.0
0,0,1944.0,12.0,10.418181818181818,2.0
0,0,1944.0,12.0,0.42105263157894735,5.0
0,0,1944.0,12.0,2.1333333333333333,4.0
0,0,1944.0,12.0,1.6991150442477876,3.0
0,0,1944.0,12.0,0.8,3.0
0,0,1944.0,12.0,0.0,3.0
0,0,1968.0,35.0,0.0,5.0
0,0,1968.0,35.0,0.0,4.0
0,0,1968.0,35.0,0.0,4.0
0,0,1968.0,35.0,0.0,4.0
0,0,1968.0,35.0,0.11764705882352941,4.0
0,0,1968.0,35.0,0.5,4.0
0,0,1968.0,35.0,0.0,3.0
0,0,1968.0,35.0,1.5217391304347827,4.0
0,0,1968.0,35.0,14.0,4.0
0,0,1968.0,35.0,0.0,5.0
0,0,1968.0,35.0,12.391304347826088,3.0
0,0,1968.0,35.0,0.4166666666666667,4.0
0,0,1968.0,35.0,0.0,3.0
1,0,1968.0,35.0,0.40625,5.0
0,0,1968.0,35.0,2.2857142857142856,3.0
0,0,1968.0,35.0,0.0,4.0
0,0,1968.0,35.0,0.0,4.0
0,0,1968.0,35.0,0.0,4.0
0,0,1968.0,35.0,0.0,5.0
0,0,1968.0,35.0,3.0,4.0
0,0,1968.0,35.0,0.0,4.0
0,0,1968.0,35.0,0.0,4.0
0,0,1968.0,35.0,0.5,4.0
0,0,1968.0,35.0,0.2,3.0
0,0,1968.0,35.0,0.0,5.0
0,0,1968.0,35.0,0.25,3.0
0,0,1968.0,35.0,3.0,3.0
0,0,1968.0,35.0,0.0,5.0
0,0,1968.0,35.0,4.5,4.0
0,0,1968.0,35.0,0.0,4.0
0,0,1968.0,35.0,0.8333333333333334,5.0
0,0,1968.0,35.0,0.0,4.0
0,0,1968.0,35.0,2.3333333333333335,4.0
0,0,1968.0,35.0,0.1,4.0
0,0,1968.0,35.0,0.015625,4.0
0,0,1968.0,35.0,2.0,4.0
0,0,1968.0,35.0,0.0,4.0
0,0,1968.0,35.0,0.2857142857142857,5.0
0,0,1968.0,35.0,0.0,4.0
0,0,1968.0,35.0,0.0,5.0
0,0,1968.0,35.0,0.0,3.0
0,0,1968.0,35.0,0.18518518518518517,4.0
0,0,1968.0,35.0,0.0,5.0
0,0,1968.0,35.0,0.5,5.0
0,0,1968.0,35.0,0.0,3.0
0,0,1968.0,35.0,12.4,4.0
0,0,1968.0,35.0,7.0,5.0
0,0,1968.0,35.0,0.5,3.0
0,0,1968.0,35.0,0.0,4.0
0,0,1968.0,35.0,0.07692307692307693,5.0
0,0,1968.0,35.0,0.5,5.0
0,0,1968.0,35.0,1.9230769230769231,4.0
0,0,1968.0,35.0,1.9285714285714286,4.0
0,0,1968.0,35.0,0.0,4.0
0,0,1968.0,35.0,0.5,5.0
0,0,1968.0,35.0,0.25,4.0
0,0,1968.0,35.0,0.0,2.0
0,0,1968.0,35.0,0.2,4.0
0,0,1968.0,35.0,1.0,3.0
0,0,1968.0,35.0,5.0,4.0
0,0,1968.0,35.0,0.08333333333333333,4.0
0,0,1968.0,35.0,4.0,4.0
0,0,1968.0,35.0,0.0,4.0
0,0,1968.0,35.0,0.0,4.0
0,0,1968.0,35.0,0.0,4.0
0,0,1968.0,35.0,13.75,4.0
0,0,1968.0,35.0,0.0,5.0
0,0,1968.0,35.0,0.0,5.0
0,0,1968.0,35.0,2.5,4.0
0,0,1968.0,35.0,0.0,5.0
0,0,1968.0,35.0,0.0,5.0
0,0,1968.0,35.0,0.0,4.0
0,0,1968.0,35.0,53.666666666666664,4.0
0,0,1968.0,35.0,0.0,3.0
0,0,1968.0,35.0,0.2857142857142857,4.0
0,0,1968.0,35.0,0.5,4.0
0,0,1968.0,35.0,1.0,4.0
0,0,1968.0,35.0,3.5,3.0
0,0,1968.0,35.0,11.166666666666666,4.0
0,0,1968.0,35.0,0.391304347826087,4.0
0,0,1968.0,35.0,0.3333333333333333,4.0
0,0,1968.0,35.0,29.0,4.0
0,0,1968.0,35.0,1.2,4.0
0,0,1968.0,35.0,7.230769230769231,3.0
1,0,1968.0,35.0,2.5,4.0
0,0,1968.0,35.0,3.0,2.0
0,0,1968.0,35.0,10.523809523809524,4.0
0,0,1968.0,35.0,0.34375,2.0
0,0,1968.0,35.0,4.714285714285714,5.0
0,0,1968.0,35.0,10.418181818181818,4.0
0,0,1962.0,1936.0,0.0,3.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.2222222222222222,4.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.0,2.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,2.111111111111111,3.0
1,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.25,4.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.0,5.0
1,0,1962.0,1936.0,0.0,3.0
0,0,1962.0,1936.0,0.09375,3.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.045454545454545456,4.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.14285714285714285,4.0
0,0,1962.0,1936.0,0.0,4.0
1,0,1962.0,1936.0,1.5,5.0
0,0,1962.0,1936.0,1.0064935064935066,4.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.2,3.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,3.0,4.0
0,0,1962.0,1936.0,0.0,3.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,5.0
1,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,1.0
0,0,1962.0,1936.0,22.0,3.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.3333333333333333,5.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,4.0
1,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.3142857142857143,5.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,4.0
1,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,2.0,5.0
1,0,1962.0,1936.0,0.0,4.0
1,0,1962.0,1936.0,16.0,4.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,3.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.5,5.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.0,2.0
0,0,1962.0,1936.0,0.0,2.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.23809523809523808,5.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,5.0
4,0,1962.0,1936.0,5.35,4.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.1935483870967742,4.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.14285714285714285,5.0
0,0,1962.0,1936.0,0.13333333333333333,4.0
0,0,1962.0,1936.0,0.045454545454545456,4.0
0,0,1962.0,1936.0,0.0,3.0
0,0,1962.0,1936.0,0.07692307692307693,5.0
0,0,1962.0,1936.0,0.8333333333333334,4.0
0,0,1962.0,1936.0,0.0,3.0
0,0,1962.0,1936.0,0.08333333333333333,4.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,1.0,5.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.0,3.0
0,0,1962.0,1936.0,0.3333333333333333,2.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,1.0,5.0
0,0,1962.0,1936.0,0.0,2.0
0,0,1962.0,1936.0,0.125,4.0
0,0,1962.0,1936.0,1.1818181818181819,4.0
0,0,1962.0,1936.0,0.0,3.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.6666666666666666,5.0
1,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,16.0,4.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,3.0
0,0,1962.0,1936.0,0.0,1.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,2.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,4.0
1,0,1962.0,1936.0,2.0,5.0
0,0,1962.0,1936.0,0.4166666666666667,5.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,2.0,5.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,3.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,1.25,4.0
2,0,1962.0,1936.0,0.25,4.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,4.0
1,0,1962.0,1936.0,1.5384615384615385,4.0
0,0,1962.0,1936.0,0.0,5.0
1,0,1962.0,1936.0,14.0,5.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.0,4.0
1,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.15384615384615385,5.0
0,0,1962.0,1936.0,0.0,3.0
0,0,1962.0,1936.0,1.25,4.0
0,0,1962.0,1936.0,0.0,3.0
0,0,1962.0,1936.0,0.21739130434782608,5.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,2.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.12903225806451613,3.0
0,0,1962.0,1936.0,1.0,5.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,3.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,2.3333333333333335,4.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.0,4.0
1,0,1962.0,1936.0,0.08695652173913043,4.0
0,0,1962.0,1936.0,0.13043478260869565,5.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.058823529411764705,4.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.14285714285714285,3.0
0,0,1962.0,1936.0,0.0,2.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,1.6666666666666667,4.0
0,0,1962.0,1936.0,0.0,5.0
1,0,1962.0,1936.0,0.3333333333333333,4.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.05660377358490566,4.0
0,0,1962.0,1936.0,0.2,4.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,5.0
2,0,1962.0,1936.0,0.0,5.0
2,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.034482758620689655,5.0
1,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.0,3.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.625,5.0
2,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,3.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,4.0
1,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,3.0
0,0,1962.0,1936.0,0.08333333333333333,3.0
0,0,1962.0,1936.0,0.0,5.0
1,0,1962.0,1936.0,12.391304347826088,5.0
0,0,1962.0,1936.0,0.0,2.0
0,0,1962.0,1936.0,0.0,4.0
1,0,1962.0,1936.0,0.13793103448275862,5.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,5.0
1,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,4.5,3.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.7777777777777778,4.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,1.5,1.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,4.0
0,0,1962.0,1936.0,0.0,5.0
0,0,1962.0,1936.0,0.0,4.0
1,0,1962.0,1936.0,0.0,5.0
